title,description,ratings,sentiment,source,date_posted
Dominar 400 - a companion for almost a year now...,"<p>In order to start with the buying experience, i will have to tell you how confused i was among all the ruling street leaders like mahindra mojo, ktm duke, royal enfield and the most expected exotic looking tvs rtr 310(erstwhile akula) which were stopping me from deciding which are my set of wheels. Although i am a bit of aggressive rider, i do prefer a bike that supports me while touring/long rides as well. Just for the point mentioned in my last line, mahindra mojo was my first obvious pick for it's unique design, touring ergonomics and a humongous 21 liter fuel tank. </p><p>That's when i saw a picture of the earlier announced tvs akula which caught my eyes like a kid who had just seen a bunch of colorful candies on a bakery shelf. This stopped me from booking a mojo and kept me waiting to get my hands on it to see if that was my toruk (an avatar character)! </p><p>But then with all the excitement i had packed for that bike, the feeling started depleting as the dates were only getting pushed ahead. That's when pulsar rs 200 came to my mind and i took a test ride. Although i liked the bike and it's amazing response i was blessed to have the sales manager(who also happened to be a pro biker) understanding my language of bikes and give him a call after 3 days without miss. </p><p>Agreeing to this i called him on Dec 15th 2016 and that's when he told me i need to visit them the next day to take the test ride of the newly launched, all new dominar 400. Oh goodness! the bike was stunning to look at and seemed like it was built to go head-on against a wrecking ball. My first ride stole me at turning on ignition which ignited those head lamps and that first rev bomb!  believe me when i say i logged on to the showroom computer and book the bike online immediately immediately after my ride.</p><p>From then probably the next 32 days were most anxious wait time for me until i took the delivery on January 18th 2017.  I was handed over the key of my new bike with the ultimate gesture by the most amazing staff of r.V bajaj, bengaluru. Thanks to them! my points for the team is 4 out of 5. </p><p>Riding experience has been north of awesome for me since i bought this bike. I guess crossing 16,000 kms on odo says it all. Although the riding experience has been beyond good for me, the bike does come with a few setbacks which i will point out in a bit. My points for riding experience will be about 4 out of 5.</p><p>When it comes to looks i reckon dominar steals the limelight from all it's competition in the segment of naked street/roadster/cruiser within the single cylinder arena and it still stands out against benelli 300 to a larger extent. Well built body kit, amazing styling, wide mrf rubber for tarmac, multi-layered leds on headlamps/tail lamps, beautiful looking two piece instrument cluster, trustworthy abs assembly are literally mouth watering treat for someone like me!!</p><p>Performance has been excellent for a 400cc single cylinder power cruiser. While the motor has been derived from  ktm duke 390, it has been detuned for a better linear power to ensure that it delivers it's purpose of being called a power cruiser. But then as always there have been questions from the buyers as to why isn't it as fast as duke even though it's the same engine? well there are pros and cons to it, which i will talk in a bit.  My points of looks and performance blended will be 4 out of 5.</p><p>Servicing has played a major concern for a lot of us dominar owners as we still feel that every time the bikes goes for servicing, it comes back with very less satisfactory experience because i strongly feel that the service personnel are still not very well trained or equipped to service this piece of machine. This is a concern that has been raised to bajaj many times and there has been very little traction on it is what i personally feel. While the maintenance cost seems to be decently priced, the servicing is what most of us are still searching for to ensure the bike performs to it's potential without having to visit service center often for repairs or changes.  My points for this will about 3 out of 5. </p><p>I have covered most of the pros/cons in my points above. To point a few just take a peek below. Pros vs cons</p><p>1. A head turner styling and color schemes - missing the windshield which brings a lot wind-blast on high speed runs.</p><p>2. Decent fuel economy  - a very small fuel bucket for a cruiser. </p><p>3. Decent linear power while riding - still loses a lot of earlier pickup because of power-weight ratio. 183 kgs is a lot of weight which is the reason why there's no sudden outburst of power like a ktm.</p><p>4. The most powerful stock headlamps - only works in a narrow straight line and can miss your turns during high speeds, which can be sorted by installing a pair of auxies. </p><p>5. Very good pair of mrf tyres which respond really well even at full speed - loses traction on lose surface and can't trust during wet roads.</p><p>6. The best value for money bike - no point can beat this! :) </p><p>Hope these points help those who are looking to upgrade to dominar 400 which will not be a disappointment if we share similar taste. </p><p>Wish you all a happy riding. Cheers folks!!! :) :)</p>",4,pos,bikewale,25-04-2018
Experience is better than words   ,"<p>No more words to say that experience. I shifted from royal enfield 350 to bajaj dominar 400.Its looks-wise, the bajaj dominar 400 strikes a macho pose with its front-biased muscular looks, complemented by a sculpted fuel tank.The friendly ergonomics are welcoming, be it the riding position or the flat wide handlebar and the comfortable split dual seat. And crawling through traffic, the dominar 400 doesn't make itself feel like a bulky motorcycle at all.</p>",5,pos,bikewale,25-04-2018
Dominar,"<p>This bike is amazing an with excellent pick up bike looks good.Main thing its head light is different from all bikes.I love this bike, i am lucky to have this bike in my hands .I think you have to upgrade more in this bike.We have more fun in highway roads.I feel rider while riding this bike.I most like this bike.</p>",5,pos,bikewale,25-04-2018
Lover of dominar,"<p>First of all when i ride it first the sound was amazing and i love it's power in my words it's a wonderful bike to buy.</p><p>When you come to it's mileage this bike was awesome to use competitively to the other 400cc bikes.</p><p> by my experience its give me 20 km per litre it was very smooth to ride.</p><p>There is no other bike in market who is more than or near then 400cc which price is nearly rs. 160,000 </p>",5,pos,bikewale,25-04-2018
Bike is good,<p>Amazing and outstanding  bike now dominar is a heavy power machine and a good racer bike and the riding of bike is smooth and the alloy wheels much impressed me as a owner of this bike i would like to say bajaj motors what a techniques you have delivers in dominar 400 bike pickup is so well and smart look make it popular in India.</p>,5,pos,bikewale,25-04-2018
Dominar,<p>It’s always a good choice for me..</p><p>Power cruiser of India till now i thought .I thought you feel heavier at petrol pumps or traffic otherwise it’s good headlights are aggressive back seat are full of comfort family with cruise dual performance i thought you should buy one!!!! btw i tripped bhawanipatna from bhubaneshwar with out any trouble </p>,5,pos,bikewale,25-04-2018
Ownership review dominar 400,"<p>Hello friends,</p><p>This review is regarding most discussed powerful anticipated as sport cruising bike in entry segment, bajaj dominar 400 abs.</p><p>Buying bajaj is not a big task so skipping this segment. You can own a bajaj bike in no time all choices are present, like cash purchase, dedicated bajaj finance services as well as online payment mode.</p><p>I am riding this bike for 7000km till now on daily commuting, short group ride as well as little sporting purpose. Its smooth in all kind of rides but little weight issue while sporting.</p><p>On appearance side this bike give premium bike feeling in very economical range.</p><p>Bajaj maintenance is easy and cheaper, but this is major challenge to get good services for this bike. Bajaj launched this bike but technical experts for maintaining this bike is not well trained, as well as most of bajaj service centres are crowded with series of bike in range, which fail to provide premium services to most premium bike of bajaj till date, disappoint its user.</p><p>Pros</p><p>Value for money bike, has capability to cruise, but actually its not cruiser bike, powerful 400cc engine can do sports also but its not pure sports bike, its hybrid of sports bike as well as cruiser, you can't compare this will ktm's sporting spirited bike because of good weight or cruising capacity of re but this can do both up to a extent.</p><p>Best part which is shown is headlight is best in any class, purely fits on tag line, ""dominate the night""</p><p>Good family bike also, like other bike, pillion seat agronomy is not that comfortable like dominar.</p><p>Cons</p><p>This bike can be very good, seems launched in hurry, like secondary display could have been much better.</p><p>Abs is nice but should have options to off/on.</p><p>Spares unavailability in service centre is biggest disappointment after 10 month's of launching.</p>",4,pos,bikewale,25-04-2018
Outstanding experience with bajaj dominar 400,<p>What an bike never experienced like this one i used earlier apache and i exchanged with dominar it's really worth for money every one should experience you will not get demoralised . I am using this bike for last 4 month i never get any bad experience.  I suggest all of you try once you will fully satisfied with dominar 400 it's my word.</p>,5,pos,bikewale,25-04-2018
Dominator,<p>Awesome experience riding my dominar 400 abs version slippery clutch works just awesome and dominar 400 is best in class cruiser and gear shift and handling is just awesome...Maintenance cost is bit higher and fuel tank is should have been bigger and fuel efficiency in city is 24kmpl and highway up to 28...But overall it is best in segment</p>,4,pos,bikewale,25-04-2018
You can think about it .......!,"<p>This bike is super </p><p>I have bought it from sai service borivali east very helping staff, this bike is look like super bike like bmw and other </p><p>Service is cost is not so high, their is no abs on off switch is available. You can easily use this bike for long touring it is very comfortable to ride this bike and you can use as a offroder...</p>",5,pos,bikewale,25-04-2018
