,review,aspect_terms,sentiment_score,sentiment_category
2976,and  then  also  tried  using  Webex,,0.0,neutral
2977,for  scheduling/hosting  meetings.,meetings,0.0,neutral
2978,It  was  meant  to  address  meetings,,-0.312,negative
2979,for  our  partially  in-house/partially  remote  company.,house,-0.1,negative
2980,Review from a fan of Webex.,review fan,0.0,neutral
2981,"with  a  consulting  company,",company,0.0,neutral
2982,there  are  many  different,,0.25,positive
2983,to  manage  and  communicate  with.,,0.0,neutral
2984,I  am  stationed  with  uses,uses,0.0,neutral
2985,across  their  whole  organization.,organization,0.2,positive
2986,It  allows  for  easy  communication,communication,0.433,positive
2987,and  the  sharing  of  ideas.,sharing ideas,0.0,neutral
2988,It  helps  bring  offshore,,0.0,neutral
2989,and  is  very  convenient,,0.0,neutral
2990,"WebEx Meeting, the further you are from your client,",meeting client,0.0,neutral
2991,the closer your contact..,contact,0.0,neutral
2992,We  use  this  tool  to  hold  meetings,tool meetings,0.0,neutral
2993,"with  our  business  partners,  our  suppliers  and  customers.",partners suppliers customers,0.0,neutral
2994,We  answer  their  questions,questions,0.0,neutral
2995,and  resolve  our  questions  about,questions,0.0,neutral
2996,"all  our  employees,  which",employees,0.0,neutral
2997,also  use  to  support  their  customers.,support customers,0.0,neutral
2998,Great product for virtual meetings.,product meetings,0.8,positive
2999,the  whole  organization,organization,0.2,positive
3000,and  is  used  for  team,team,0.0,neutral
3001,"meetings,  presentations,  recordings,  virtual  attendees,  and  non-FDA",meetings presentations recordings attendees,0.0,neutral
3002,off-site  and  international.,site,0.0,neutral
3003,Webex is a great meeting tool that can support many users.,tool users,0.65,positive
3004,Webex  is  used  throughout,,0.0,neutral
3005,our  whole  organization,organization,0.2,positive
3006,and  is  the  standard,standard,0.0,neutral
3007,that  all  users  use.,users use,0.0,neutral
3008,With  most  employees  and  teams  located  in  different  regions,employees teams regions,0.0,neutral
3009,",  Webex  provides  a  space  for  meetings",space meetings,0.0,neutral
3010,and  can  support  up  to  300,support,0.0,neutral
3011,Webex  is  feature-rich,,0.0,neutral
3012,and  has  solved  the  question  of,question,0.0,neutral
3013,we  collaborate  with,,0.0,neutral
3014,"when  we  are  in  different  areas  of  the  globe?"".",areas globe,0.0,neutral
3015,Webex Meetings Review.,,0.0,neutral
3016,when  we  were  under  another  carrier.,carrier,0.0,neutral
3017,and  everyone  used  it.,,0.0,neutral
3018,It  was  great  for  large  meetings  involving  multiple  offices,meetings offices,0.338,positive
3019,while  still  allowing  hands  on  work.,hands work,0.0,neutral
3020,Great all around product for all your meeting and conference needs both internal and external.,product meeting conference,0.267,positive
3021,"Currently,  Webex  Meetings  is  being  used  within  my  department",meetings department,0.0,neutral
3022,and  across  our  entire  company.,company,0.0,neutral
3023,We  use  it  for  both  internal  and  external  meetings,meetings,0.0,neutral
3024,with  employees  and  clients/customers.,employees customers,0.0,neutral
3025,It  is  reliable  and  easy,,0.433,positive
3026,/understand  for  everyone.,,0.0,neutral
3027,"""It s"",  great  at  handling",handling,0.8,positive
3028,very  large  attendee  calls  and  presentations,attendee presentations,0.214,positive
3029,our  remote  employees  feel  included,employees,-0.1,negative
3030,to  day  office  proceedings.,day office,0.0,neutral
3031,Cisco Webex Meetings: Online meetings at their finest!.,meetings meetings,0.417,positive
3032,"In  my  organization ""we ve"",  experienced  issues  with  communicating  with  clients",organization issues clients,0.0,neutral
3033,in  other  countries.,countries,0.0,neutral
3034,"""It s"",  currently  only  used  by",,0.0,neutral
3035,the  management  team,team,0.0,neutral
3036,to  expand  usage  across  the  organization.,usage organization,0.0,neutral
3037,that  Cisco  Webex  has  a  lot  of,lot,0.0,neutral
3038,for  our  meeting  rooms.,meeting rooms,0.0,neutral
3039,"However,  before  we  invest  and  further  implement,",,0.0,neutral
3040,we  need  to  further,,0.0,neutral
3041,Hassle free way to conduct long distance meetings.,way meetings,0.175,positive
3042,Webex  is  used  for  making  conference,conference,0.0,neutral
3043,sharing  without  any,,0.0,neutral
3044,and  offers  high-quality  voice  transfer.,transfer,0.0,neutral
3045,It  solves  our  communication,communication,0.0,neutral
3046,with  not  only  inside  company  colleagues,company colleagues,0.0,neutral
3047,in  different  time  zones.,time zones,0.0,neutral
3048,Great tool to share audio and visuals.,tool visuals,0.4,positive
3049,We  use  the  program,program,0.0,neutral
3050,with  colleagues  who  work  at  different  sites,colleagues sites,0.0,neutral
3051,"""It s"",  used  by  the  entire  organization",organization,0.0,neutral
3052,and  comes  as  a  default  program,program,0.0,neutral
3053,"""It s"",  easy  to  set-up",,0.433,positive
3054,its  link  within  Outlook.,link outlook,0.0,neutral
3055,Cisco Webex is very easy to connect and conduct.,,0.433,positive
3056,we  have  a  regular  group  meeting.,meeting,0.0,neutral
3057,We  have  some  experts  collaborating  with  us  from  outside,experts,0.0,neutral
3058,to  connect  with  them.,,0.0,neutral
3059,any  kind  of  meeting.,kind meeting,0.6,positive
3060,Italian Webex IT user.,user,0.0,neutral
3061,"""It s"",  used  by  a  particular  department,  for  meeting  with  international",department meeting,0.083,positive
3062,users  and  partners.,users partners,0.0,neutral
3063,Webex  Meetings  allows  to  have  meetings  independently  from  PCs/devices  used  by,meetings meetings devices,0.0,neutral
3064,with  very  small  support  needed  from  the  IT  department.,support department,-0.25,negative
3065,All roads lead to Webex..,roads,0.0,neutral
3066,across  our  organization.,organization,0.0,neutral
3067,We  tried  a  variety  of  other  platforms,variety platforms,0.0,neutral
3068,"the  cost  of  Webex,  but",cost,0.0,neutral
3069,"in  the  end,  we  moved  back  to  Webex  Meetings  due  to",end meetings,-0.062,negative
3070,installing  the  client,client,0.0,neutral
3071,"or  at  times  they ""weren t"",  available.",times t,0.4,positive
3072,just  seems  to  work.,work,0.0,neutral
3073,Webex is our ex for a reason..,ex reason,0.0,neutral
3074,We  used  Webex  Meetings  to  host,meetings host,0.0,neutral
3075,for  100-500  members,members,0.0,neutral
3076,within  our  organization.,organization,0.0,neutral
3077,"Each  webinar  featured  slides,  speakers,  video,  and  screen",webinar slides speakers video screen,0.0,neutral
3078,Webex Meetings is the best web conference tool that I used.,meetings tool,0.7,positive
3079,Webex  is  used  across,,0.0,neutral
3080,and  it  is  pretty  cool.,,0.3,positive
3081,compared  to  other  meeting,meeting,0.0,neutral
3082,"Also,  the  URL  is  very  generic",url,0.0,neutral
3083,and  we  can  easily  connect  audio,audio,0.433,positive
3084,and  it  helps  us  quickly,,0.333,positive
3085,talk  to  people  remotely.,people,-0.1,negative
3086,Webex Meetings: the only tool you need for online meetings.,meetings tool meetings,0.0,neutral
3087,using  it  for  meetings,meetings,0.0,neutral
3088,on  a  scheduled  basis.,basis,0.0,neutral
3089,We  are  using  the  tool,tool,0.0,neutral
3090,projects  and  applications,projects applications,0.0,neutral
3091,have  been  using  Webex,,0.0,neutral
3092,the  ease  of  working,ease,0.0,neutral
3093,no  matter  how  far  away,matter,0.1,positive
3094,"Cisco Webex, the video communications tool of today.",tool today,0.0,neutral
3095,for  meetings  with  external  partners,meetings partners,0.0,neutral
3096,when  we  need  screen-sharing.,sharing,0.0,neutral
3097,It  enables  communication,communication,0.0,neutral
3098,otherwise  would  be  unavailable  outside  of  a  face-to-face  meeting.,face,0.0,neutral
3099,Cisco Webex Meetings Review.,,0.0,neutral
3100,to  improve  the  communication  between,communication,0.0,neutral
3101,teams  remotely  since  other  tools,teams tools,-0.1,negative
3102,to  transfer  files  by,files,0.0,neutral
3103,satisfaction  and  user  experience.,experience,0.0,neutral
3104,Cisco Webex Meetings - Solid Product.,product,0.0,neutral
3105,the  organization  are  end,organization end,0.0,neutral
3106,Webex  Meetings  set  up  by  other  parties.,meetings parties,0.0,neutral
3107,Not  that  many  people,people,-0.25,negative
3108,the  Webex  meeting  provider/initiator.,initiator,0.0,neutral
3109,are  by  the  IT  department.,department,0.0,neutral
3110,Webex Meetings Review.,,0.0,neutral
3111,is  being  used  by  my  organization,organization,0.0,neutral
3112,"to  collaborate,  meet  and  share",share,0.0,neutral
3113,information  internally,information,0.0,neutral
3114,"and  externally  with  peers,  partners,  and  customers.",peers partners customers,0.0,neutral
3115,We  also  use  it  for  general  conference,,0.05,positive
3116,"calls,  whiteboarding,  and  polling  when  needed.",calls whiteboarding polling,0.0,neutral
3117,without  much  overhead.,,0.2,positive
3118,Webex a great tool to collaborate.,tool,0.8,positive
3119,Webex  all  the  time;,,0.0,neutral
3120,"we  need  it  to  share  ideas,  knowledge,  define  objectives  and  develop  projects  in  our  organization.",share ideas knowledge objectives projects organization,0.0,neutral
3121,This  tools  is  very  important,tools,0.4,positive
3122,all  points  of  views,points views,0.0,neutral
3123,"""It s"",  used  for  meetings",meetings,0.0,neutral
3124,Webex Meetings Review.,,0.0,neutral
3125,"to  hold  and  attend  online  meetings,",meetings,0.0,neutral
3126,"collaborate  on  team  projects,  and  share  documents.",projects share documents,0.0,neutral
3127,"In  addition,  it  is  very  useful",addition,0.3,positive
3128,as  it  allows  us  to  record/capture  meetings,record meetings,0.0,neutral
3129,held  and  facilitate  business,business,0.0,neutral
3130,for  distance/remote  meetings,meetings,0.0,neutral
3131,Conferencing on the go.,go,0.0,neutral
3132,Ex  allows  me  to  talk  with  customers,talk customers,0.0,neutral
3133,"Webex - Nothing More (than its peers),",peers,0.0,neutral
3134,Nothing Less (unless you skimped on your license).,license,-0.167,negative
3135,Webex  is  being  used  in  our  organization,organization,0.0,neutral
3136,primarily  for  online  meetings,meetings,0.4,positive
3137,that  involve  screen  share.,share,0.0,neutral
3138,It  is  currently  being  phased  out,,0.0,neutral
3139,in  favor  of  Microsoft  Teams  Meeting.,favor teams,0.0,neutral
3140,"Because  of  our  licensing  agreement  with  Webex,  only  a  portion  of",licensing agreement portion,0.0,neutral
3141,the  users  were  able,users,0.5,positive
3142,only  have  access  to,access,0.0,neutral
3143,sharing  portion  and,portion,0.0,neutral
3144,telephony  was  handled  by,telephony,0.0,neutral
3145,a  separate  conference  bridge.,bridge,0.0,neutral
3146,Webex Meetings is a great platform for remote collaborations and presentations.,meetings platform collaborations presentations,0.35,positive
3147,"At  my  current  company,  Webex  Meetings  is  currently  used  for  large  meetings",company meetings meetings,0.071,positive
3148,to  include  employees,employees,0.0,neutral
3149,"not  onsite,  sharing  content  with  external  collaborators,  or",content collaborators,0.0,neutral
3150,sometimes  internally  to  screen  share.,screen,0.0,neutral
3151,"Sometimes ""it s"",  a  combination  of",,0.0,neutral
3152,sometimes  include  large  training  sessions.,sessions,0.214,positive
3153,"Personally,  it  has  helped  to  include  employees",employees,0.0,neutral
3154,that  work  offsite  or  at  home,work home,0.0,neutral
3155,to  attend  group  meetings.,meetings,0.0,neutral
3156,"Webex Meetings - reliable, easy to use, great quality.",meetings quality,0.617,positive
3157,is  used  across  our  organization.,organization,0.0,neutral
3158,"It  is  used  for  internal  meetings,  meetings",meetings meetings,0.0,neutral
3159,"that  include  external  partners,  and  meetings  that  include  customers  and  for  telemedicine.",partners meetings customers telemedicine,0.0,neutral
3160,"We  use  it  across  various  types  of  devices  such  as  smartphones,",types devices smartphones,0.0,neutral
